type,time,longitude,latitude,altitude (ft)
,12/1/15 21:30,-86.79908867,36.14001853,181
,12/1/15 21:31,-86.79908867,36.14001853,181
,12/1/15 21:32,-86.79935802,36.13981805,180
,12/1/15 21:33,-86.79946911,36.13982951,180
,12/1/15 21:34,-86.7997054,36.13994834,180
,12/1/15 21:35,-86.79923609,36.13996942,181
,12/1/15 21:36,-86.79908414,36.13976751,180
,12/1/15 21:37,-86.79976459,36.13992743,182
,12/1/15 21:38,-86.79955551,36.13988634,180
,12/1/15 21:39,-86.79947347,36.13998495,181
,12/1/15 21:40,-86.79924142,36.13991946,181
,12/1/15 21:41,-86.79944344,36.13978396,180
,12/1/15 21:42,-86.79946676,36.13998357,181
,12/1/15 21:43,-86.79971399,36.13994725,178
,12/1/15 21:44,-86.79959568,36.13984171,181
,12/1/15 21:45,-86.79949977,36.14000128,175
,12/1/15 21:46,-86.79933865,36.13976402,180
,12/1/15 21:47,-86.79910231,36.14008516,181
,12/1/15 21:48,-86.79944493,36.13997624,181
,12/1/15 21:49,-86.79953328,36.14000225,181
,12/1/15 21:50,-86.79981375,36.13972855,179
,12/1/15 21:51,-86.79968861,36.13965338,179
,12/1/15 21:52,-86.79953529,36.13998254,181
,12/1/15 21:53,-86.79951948,36.13993596,181
,12/1/15 21:54,-86.7995456,36.14008442,179
,12/1/15 21:55,-86.79923013,36.1400839,181
,12/1/15 21:57,-86.79940242,36.13997922,180
,12/1/15 21:58,-86.79933905,36.1398636,181
,12/1/15 21:59,-86.7991985,36.13992977,181
,12/1/15 22:00,-86.79937286,36.1397325,180
,12/1/15 22:01,-86.79956205,36.13984486,180
,12/1/15 22:02,-86.79975301,36.13976637,180
,12/1/15 22:03,-86.79958439,36.14025613,181
,12/1/15 22:04,-86.79940758,36.13984853,180
,12/1/15 22:05,-86.79952377,36.13988142,180
,12/1/15 22:06,-86.79930038,36.13995579,181
,12/1/15 22:07,-86.79928353,36.13973038,180
,12/1/15 22:08,-86.79940907,36.13987403,180
,12/1/15 22:09,-86.79937664,36.13989522,180
,12/1/15 22:10,-86.7993504,36.1398165,180
,12/1/15 22:11,-86.79854109,36.13968758,180
,12/1/15 22:12,-86.79914064,36.13964576,180
,12/1/15 22:15,-86.79927431,36.13839161,180
,12/2/15 0:08,-86.79913376,36.13995367,154
,12/2/15 0:09,-86.79795748,36.14020141,182
,12/2/15 0:11,-86.7975104,36.14038361,177
,12/2/15 0:12,-86.79688788,36.14108039,175
,12/2/15 0:13,-86.79584922,36.14094013,176
,12/2/15 0:14,-86.794962,36.14081895,176
,12/2/15 0:15,-86.79422437,36.14084674,168
,12/2/15 0:16,-86.79367949,36.14072538,172
,12/2/15 0:17,-86.79257683,36.14050623,172
,12/2/15 0:18,-86.79283048,36.13849257,172
,12/2/15 0:19,-86.79340842,36.13618017,192
,12/2/15 0:20,-86.79358088,36.14092122,170
,12/2/15 0:21,-86.79322141,36.14310379,170
,12/2/15 0:22,-86.79209262,36.14927174,165
,12/2/15 0:23,-86.79313506,36.15015913,161
,12/2/15 0:24,-86.79586716,36.14873791,154
,12/2/15 0:25,-86.79640299,36.15094082,152
,12/2/15 0:26,-86.79780845,36.15105879,143
,12/2/15 0:33,-86.7971912,36.15042756,143
,12/2/15 0:34,-86.79738664,36.1504424,151
,12/2/15 0:35,-86.79790001,36.15037325,148
,12/2/15 0:36,-86.7975964,36.15025728,149
,12/2/15 0:37,-86.79735215,36.15038832,149
,12/2/15 0:39,-86.79712044,36.15049414,149
,12/2/15 0:40,-86.79701479,36.15041324,149
,12/2/15 0:41,-86.79715763,36.15064174,149
,12/2/15 0:42,-86.79714594,36.15072825,148
,12/2/15 0:43,-86.79769741,36.15036018,149
,12/2/15 0:44,-86.79769925,36.15042224,149
,12/2/15 0:45,-86.7974468,36.15048423,148
,12/2/15 0:46,-86.79723022,36.15112159,147
,12/2/15 0:47,-86.79735347,36.15058312,149
,12/2/15 0:48,-86.79743654,36.15005463,150
,12/2/15 0:50,-86.79745396,36.1499307,149
,12/2/15 0:51,-86.79776668,36.14992754,150
,12/2/15 0:52,-86.79795307,36.15016968,150
,12/2/15 0:53,-86.79851061,36.15011948,152
,12/2/15 0:54,-86.79734705,36.15035067,160
,12/2/15 0:55,-86.79750421,36.15031532,149
,12/2/15 0:56,-86.79793003,36.15099863,148
,12/2/15 0:57,-86.79775419,36.15009181,149
,12/2/15 0:58,-86.79815291,36.15029727,151
,12/2/15 0:59,-86.79771265,36.15036975,152
,12/2/15 1:01,-86.79735444,36.15046458,149
,12/2/15 1:02,-86.79709329,36.150378,149
,12/2/15 1:03,-86.79715895,36.15049065,149
,12/2/15 1:04,-86.79735192,36.15041943,141
,12/2/15 1:05,-86.79754632,36.15050102,148
,12/2/15 1:06,-86.79741237,36.15024089,149
,12/2/15 1:07,-86.79721871,36.15007835,149
,12/2/15 1:08,-86.79708309,36.15018062,149
,12/2/15 1:09,-86.79786477,36.15043496,149
,12/2/15 1:10,-86.79739145,36.1503823,149
,12/2/15 1:11,-86.79801884,36.15009198,151
,12/2/15 1:12,-86.7973404,36.15023992,146
,12/2/15 1:13,-86.79761233,36.15034391,152
,12/2/15 1:14,-86.79765507,36.15029962,155
,12/2/15 1:15,-86.79753676,36.15026416,138
,12/2/15 1:16,-86.79777316,36.15025069,155
,12/2/15 1:17,-86.79770125,36.15038087,165
,12/2/15 1:18,-86.79742325,36.15030936,145
,12/2/15 1:19,-86.79784014,36.15022978,154
,12/2/15 1:20,-86.7977523,36.15017735,149
,12/2/15 1:21,-86.7979219,36.15017724,150
,12/2/15 1:22,-86.79764109,36.15012327,149
,12/2/15 1:23,-86.7975359,36.15039055,131
,12/2/15 1:24,-86.79723584,36.15030174,149
,12/2/15 1:25,-86.7976329,36.1501899,149
,12/2/15 1:26,-86.7970734,36.15020256,149
,12/2/15 1:27,-86.79740022,36.15041204,149
,12/2/15 1:28,-86.79774067,36.15036299,149
,12/2/15 1:29,-86.79775356,36.15035692,148
,12/2/15 1:30,-86.79888212,36.1496076,153
,12/2/15 1:31,-86.79752129,36.15031314,149
,12/2/15 1:32,-86.7974778,36.15063664,140
,12/2/15 1:33,-86.79780937,36.1510663,137
,12/2/15 1:34,-86.79782375,36.15103845,147
,12/2/15 1:35,-86.79785372,36.15117132,148
,12/2/15 1:36,-86.79408531,36.15387299,147
,12/2/15 1:37,-86.79315947,36.15416772,148
,12/2/15 1:38,-86.78912808,36.15494385,141
,12/2/15 1:39,-86.77554503,36.1486813,156
,12/2/15 1:40,-86.76018111,36.1561262,145
,12/2/15 1:41,-86.76297594,36.16614941,129
,12/2/15 1:42,-86.76244991,36.16754078,130
,12/2/15 1:43,-86.76412421,36.17148376,75
,12/2/15 1:44,-86.75942429,36.17517075,137
,12/2/15 1:45,-86.75027605,36.17947847,144
,12/2/15 1:46,-86.74753851,36.18497314,110
,12/2/15 1:47,-86.74429322,36.19258099,152
,12/2/15 1:48,-86.74229784,36.19323307,138
,12/2/15 1:49,-86.74226965,36.19321307,152
,12/2/15 1:50,-86.74223687,36.19326785,150
,12/2/15 1:51,-86.74230042,36.19324115,155
,12/2/15 1:52,-86.7422312,36.19328979,145
,12/2/15 1:53,-86.74226243,36.19328933,149
,12/2/15 1:54,-86.74226226,36.19328441,152
,12/2/15 1:55,-86.74225429,36.19326882,151
,12/2/15 1:56,-86.74225991,36.19328842,151
,12/2/15 1:57,-86.74230294,36.19330234,153
,12/2/15 1:58,-86.74214686,36.19329059,153
,12/2/15 1:59,-86.74223132,36.19331409,154
